2,Time,Celsius(°C),Serial Number
1,2024-05-11 09:54:10,17.8,068013146
2,2024-05-11 09:54:40,18.9
3,2024-05-11 09:55:10,20.7
4,2024-05-11 09:55:40,22.5
5,2024-05-11 09:56:10,23.6
6,2024-05-11 09:56:40,24.0
7,2024-05-11 09:57:10,24.1
8,2024-05-11 09:57:40,24.2
9,2024-05-11 09:58:10,24.1
10,2024-05-11 09:58:40,24.1
11,2024-05-11 09:59:10,24.2
12,2024-05-11 09:59:40,24.3
13,2024-05-11 10:00:10,24.6
14,2024-05-11 10:00:40,25.2
15,2024-05-11 10:01:10,26.1
16,2024-05-11 10:01:40,27.4
17,2024-05-11 10:02:10,29.5
18,2024-05-11 10:02:40,32.1
19,2024-05-11 10:03:10,35.3
20,2024-05-11 10:03:40,39.1
21,2024-05-11 10:04:10,44.6
22,2024-05-11 10:04:40,53.1
23,2024-05-11 10:05:10,62.7
24,2024-05-11 10:05:40,71.4
25,2024-05-11 10:06:10,79.1
26,2024-05-11 10:06:40,85.0
27,2024-05-11 10:07:10,90.0
28,2024-05-11 10:07:40,94.6
29,2024-05-11 10:08:10,98.5
30,2024-05-11 10:08:40,102.5
31,2024-05-11 10:09:10,105.9
32,2024-05-11 10:09:40,109.2
33,2024-05-11 10:10:10,112.8
34,2024-05-11 10:10:40,115.9
35,2024-05-11 10:11:10,117.8
36,2024-05-11 10:11:40,118.7
37,2024-05-11 10:12:10,120.3
38,2024-05-11 10:12:40,121.0
39,2024-05-11 10:13:10,121.8
40,2024-05-11 10:13:40,121.8
41,2024-05-11 10:14:10,121.8
42,2024-05-11 10:14:40,121.8
43,2024-05-11 10:15:10,121.8
44,2024-05-11 10:15:40,121.8
45,2024-05-11 10:16:10,121.8
46,2024-05-11 10:16:40,121.8
47,2024-05-11 10:17:10,122.4
48,2024-05-11 10:17:40,122.7
49,2024-05-11 10:18:10,122.7
50,2024-05-11 10:18:40,122.1
51,2024-05-11 10:19:10,122.4
52,2024-05-11 10:19:40,122.7
53,2024-05-11 10:20:10,122.9
54,2024-05-11 10:20:40,122.9
55,2024-05-11 10:21:10,122.7
56,2024-05-11 10:21:40,122.4
57,2024-05-11 10:22:10,122.4
58,2024-05-11 10:22:40,122.7
59,2024-05-11 10:23:10,122.7
60,2024-05-11 10:23:40,122.7
61,2024-05-11 10:24:10,122.7
62,2024-05-11 10:24:40,122.4
63,2024-05-11 10:25:10,122.7
64,2024-05-11 10:25:40,122.7
65,2024-05-11 10:26:10,122.9
66,2024-05-11 10:26:40,122.4
67,2024-05-11 10:27:10,121.8
68,2024-05-11 10:27:40,121.8
69,2024-05-11 10:28:10,121.8
70,2024-05-11 10:28:40,120.3
71,2024-05-11 10:29:10,120.3
72,2024-05-11 10:29:40,119.7
73,2024-05-11 10:30:10,118.7
74,2024-05-11 10:30:40,118.7
75,2024-05-11 10:31:10,117.8
76,2024-05-11 10:31:40,116.8
